## NTRMN  = 1
## NTRANS = 56
1.142887115478515625e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.144927978515625000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.146968936920166016e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.149009799957275391e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.151050662994384766e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.153091526031494141e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.157173252105712891e+01 1.000348687171936035e+00 1.000348687171936035e+00 0.000000000000000000e+00
1.159214115142822266e+01 1.847247600555419922e+00 1.847247600555419922e+00 0.000000000000000000e+00
1.161254978179931641e+01 1.844001054763793945e+00 1.844001054763793945e+00 0.000000000000000000e+00
1.165336799621582031e+01 1.786185264587402344e+00 1.786185264587402344e+00 2.233221801928308992e-10
1.167377567291259766e+01 1.783062696456909180e+00 1.783062696456909180e+00 2.229317702662214629e-10
1.169418430328369141e+01 1.779950857162475586e+00 1.779950857162475586e+00 2.225427064850293846e-10
1.171459388732910156e+01 1.604171633720397949e+00 1.604171633720397949e+00 1.701186969071954991e-10
1.175541114807128906e+01 1.748286485671997070e+00 1.748279690742492676e+00 6.842964012321317568e-06
1.177581882476806641e+01 1.823523283004760742e+00 1.823516488075256348e+00 6.832003691670252010e-06
1.179622840881347656e+01 2.032438755035400391e+00 2.032432794570922852e+00 5.954357220616657287e-06
1.181663703918457031e+01 1.934724807739257812e+00 1.934718847274780273e+00 5.943234100413974375e-06
1.183704566955566406e+01 1.931388258934020996e+00 1.931383132934570312e+00 5.141400833963416517e-06
1.185745429992675781e+01 1.928063511848449707e+00 1.928058862686157227e+00 4.629463091987418011e-06
1.187786388397216797e+01 1.924750328063964844e+00 1.924746036529541016e+00 4.307129074732074514e-06
1.193908882141113281e+01 1.914878010749816895e+00 1.914875626564025879e+00 2.409078433629474603e-06
1.195949840545654297e+01 1.944637894630432129e+00 1.944635748863220215e+00 2.180045839850208722e-06
1.197990703582763672e+01 2.080204963684082031e+00 2.080202817916870117e+00 2.145676489817560650e-06
1.200031566619873047e+01 2.252216100692749023e+00 2.252213954925537109e+00 2.227227014373056591e-06
1.202072334289550781e+01 2.426630973815917969e+00 2.426628589630126953e+00 2.362176246606395580e-06
1.204113292694091797e+01 2.593496084213256836e+00 2.593493461608886719e+00 2.510683771106414497e-06
1.206154155731201172e+01 2.753841876983642578e+00 2.753839254379272461e+00 2.659513484104536474e-06
1.208195018768310547e+01 2.914636850357055664e+00 2.914633989334106445e+00 2.814414301610668190e-06
1.210235881805419922e+01 3.082801818847656250e+00 3.082798719406127930e+00 2.983557351399213076e-06
1.212276744842529297e+01 3.264223575592041016e+00 3.264220476150512695e+00 3.174238372594118118e-06
1.214317607879638672e+01 3.459821462631225586e+00 3.459818124771118164e+00 3.385532636457355693e-06
1.216358470916748047e+01 3.670507192611694336e+00 3.670503616333007812e+00 3.612439286371227354e-06
1.218399333953857422e+01 3.894240856170654297e+00 3.894237041473388672e+00 3.849177574011264369e-06
1.220440292358398438e+01 4.129976272583007812e+00 4.129971981048583984e+00 4.090818492841208354e-06
1.222481155395507812e+01 4.373736381530761719e+00 4.373732089996337891e+00 4.334902769187465310e-06
1.224521923065185547e+01 4.620594501495361328e+00 4.620589733123779297e+00 4.580606855597579852e-06
1.226562786102294922e+01 4.868582725524902344e+00 4.868577957153320312e+00 4.829540557693690062e-06
1.228603744506835938e+01 5.110875606536865234e+00 5.110870361328125000e+00 5.084112217446090654e-06
1.230644607543945312e+01 5.343611240386962891e+00 5.343605995178222656e+00 5.344294550013728440e-06
1.232685470581054688e+01 5.562952995300292969e+00 5.562947273254394531e+00 5.610862899629864842e-06
1.234726333618164062e+01 5.767027854919433594e+00 5.767022132873535156e+00 5.882982804905623198e-06
1.236767196655273438e+01 5.953978061676025391e+00 5.953971862792968750e+00 6.159822987683583051e-06
1.238808059692382812e+01 6.122919559478759766e+00 6.122912883758544922e+00 6.440559445763938129e-06
1.240848922729492188e+01 6.275870800018310547e+00 6.275864124298095703e+00 6.724371360178338364e-06
1.242889785766601562e+01 6.413875102996826172e+00 6.413867950439453125e+00 7.008848115219734609e-06
1.244930744171142578e+01 6.537965774536132812e+00 6.537958621978759766e+00 7.290796474990202114e-06
1.246971511840820312e+01 6.650131702423095703e+00 6.650124073028564453e+00 7.567046395706711337e-06
1.249012374877929688e+01 6.752347469329833984e+00 6.752339839935302734e+00 7.834445568732917309e-06
1.251053237915039062e+01 6.841792583465576172e+00 6.841784477233886719e+00 8.085897206910885870e-06
1.253094196319580078e+01 6.921393871307373047e+00 6.921385765075683594e+00 8.318310392496641725e-06
1.255135059356689453e+01 6.986431598663330078e+00 6.986423015594482422e+00 8.534149856131989509e-06
1.257175922393798828e+01 7.036976337432861328e+00 7.036967754364013672e+00 8.717707714822608978e-06
1.259216690063476562e+01 7.067396640777587891e+00 7.067387580871582031e+00 8.869135854183696210e-06
1.261257648468017578e+01 7.074940681457519531e+00 7.074931621551513672e+00 8.980722668638918549e-06
1.263298511505126953e+01 7.052141189575195312e+00 7.052132129669189453e+00 9.060519005288369954e-06
1.265339374542236328e+01 6.993469238281250000e+00 6.993460178375244141e+00 9.085144483833573759e-06
1.267380237579345703e+01 6.885875225067138672e+00 6.885866165161132812e+00 9.062697245099116117e-06
1.269421100616455078e+01 6.707908153533935547e+00 6.707899093627929688e+00 8.954307304520625621e-06
1.271461963653564453e+01 6.362002372741699219e+00 6.361993789672851562e+00 8.643302862765267491e-06
1.273502826690673828e+01 4.592324733734130859e+00 4.592318058013916016e+00 6.593535545107442886e-06
1.275543689727783203e+01 4.004113197326660156e+00 4.004106998443603516e+00 6.401627615559846163e-06
1.277584648132324219e+01 3.997717142105102539e+00 3.997710704803466797e+00 6.392248451447812840e-06
1.279625511169433594e+01 3.991341352462768555e+00 3.991334915161132812e+00 6.382803348969900981e-06
1.281666278839111328e+01 3.984985828399658203e+00 3.984979391098022461e+00 6.373585165420081466e-06
1.283707141876220703e+01 3.868624448776245117e+00 3.868618011474609375e+00 6.362665317283244804e-06
1.285748100280761719e+01 2.887786626815795898e+00 2.887781620025634766e+00 5.017773219151422381e-06
1.287788963317871094e+01 2.883210182189941406e+00 2.883205175399780273e+00 5.010667791793821380e-06
1.289829826354980469e+01 3.599701881408691406e+00 3.599695444107055664e+00 6.404067789844702929e-06
1.295952415466308594e+01 6.068659305572509766e+00 3.582689046859741211e+00 2.485970258712768555e+00
1.297993278503417969e+01 6.059117794036865234e+00 3.577055931091308594e+00 2.482061862945556641e+00
1.300034141540527344e+01 9.196604728698730469e+00 6.718433380126953125e+00 2.478171825408935547e+00
1.302075004577636719e+01 7.784390926361083984e+00 6.707902908325195312e+00 1.076487779617309570e+00
1.304115962982177734e+01 7.737888336181640625e+00 6.575333595275878906e+00 1.162554740905761719e+00
1.312279415130615234e+01 5.587002754211425781e+00 3.472441911697387695e+00 2.114560604095458984e+00
1.314320278167724609e+01 5.754200458526611328e+00 3.385997056961059570e+00 2.368203163146972656e+00
1.320442867279052734e+01 6.460265159606933594e+00 3.460038423538208008e+00 3.000226974487304688e+00
1.322483730316162109e+01 6.614071846008300781e+00 3.492712497711181641e+00 3.121359348297119141e+00
1.324524593353271484e+01 7.029795169830322266e+00 3.698793649673461914e+00 3.331001758575439453e+00
1.326565456390380859e+01 7.121531486511230469e+00 3.797769784927368164e+00 3.323761940002441406e+00
1.336769866943359375e+01 7.748052120208740234e+00 3.936221122741699219e+00 3.811831235885620117e+00
1.338810729980468750e+01 7.952744007110595703e+00 4.078631877899169922e+00 3.874112367630004883e+00
1.340851497650146484e+01 8.132414817810058594e+00 4.153658390045166016e+00 3.978756189346313477e+00
1.342892456054687500e+01 8.307034492492675781e+00 4.197260379791259766e+00 4.109774589538574219e+00
1.344933319091796875e+01 8.546505928039550781e+00 4.240729331970214844e+00 4.305776119232177734e+00
1.346974182128906250e+01 8.775811195373535156e+00 4.396922588348388672e+00 4.378888607025146484e+00
1.349015045166015625e+01 9.074411392211914062e+00 4.688396930694580078e+00 4.386013984680175781e+00
1.351055908203125000e+01 8.800312995910644531e+00 4.576774597167968750e+00 4.223537921905517578e+00
1.353096771240234375e+01 8.683094024658203125e+00 4.471679687500000000e+00 4.211414813995361328e+00
1.355137634277343750e+01 8.377235412597656250e+00 4.364252567291259766e+00 4.012982368469238281e+00
1.361260223388671875e+01 8.600133895874023438e+00 4.607533931732177734e+00 3.992600679397583008e+00
1.363301086425781250e+01 8.619380950927734375e+00 4.578686714172363281e+00 4.040693759918212891e+00
1.365341949462890625e+01 8.735331535339355469e+00 4.564829349517822266e+00 4.170501708984375000e+00
1.367382907867431641e+01 8.774759292602539062e+00 4.557140827178955078e+00 4.217618465423583984e+00
1.369423770904541016e+01 8.826754570007324219e+00 4.549475193023681641e+00 4.277279376983642578e+00
1.371464633941650391e+01 8.883239746093750000e+00 4.539213657379150391e+00 4.344026088714599609e+00
1.373505496978759766e+01 8.937170982360839844e+00 4.522011756896972656e+00 4.415160179138183594e+00
1.375546360015869141e+01 9.002962112426757812e+00 4.493547916412353516e+00 4.509413719177246094e+00
1.377587318420410156e+01 8.775158882141113281e+00 4.363510608673095703e+00 4.411649227142333984e+00
1.383709812164306641e+01 8.461589813232421875e+00 4.019815444946289062e+00 4.441774845123291016e+00
1.387791538238525391e+01 8.460753440856933594e+00 4.056291103363037109e+00 4.404462337493896484e+00
1.397995948791503906e+01 8.625577926635742188e+00 4.284397602081298828e+00 4.341181278228759766e+00
1.402077770233154297e+01 8.859876632690429688e+00 4.363271236419677734e+00 4.496605873107910156e+00
1.404118442535400391e+01 8.738603591918945312e+00 4.235027790069580078e+00 4.503574848175048828e+00
1.410241127014160156e+01 9.470296859741210938e+00 4.098663330078125000e+00 5.371634006500244141e+00
1.414322853088378906e+01 9.958909988403320312e+00 4.062291622161865234e+00 5.896617889404296875e+00
1.416363716125488281e+01 1.006259536743164062e+01 3.920378208160400391e+00 6.142218589782714844e+00
1.426568031311035156e+01 1.056060314178466797e+01 4.213690757751464844e+00 6.346912384033203125e+00
1.430649757385253906e+01 1.098482704162597656e+01 4.374019145965576172e+00 6.610807418823242188e+00
1.432690715789794922e+01 1.121960926055908203e+01 4.465537071228027344e+00 6.754074096679687500e+00
1.434731578826904297e+01 1.153495407104492188e+01 4.580988407135009766e+00 6.953967571258544922e+00
